STA,Station Name,Elevation,Latitude,Longitude,Nearby City,Hydro,Basin,Owner,Maintenance,Operator,Map,Collect,County Name,Basin Name,Agency Name,Hydro Area,Sensors,
SDO,STOCKTON DEEP WATER SHIP CHANNEL DO,15,37.963,-121.365,STOCKTON,6,9001, , ,705,23,21,SAN JOAQUIN,SAN JOAQUIN R,CA Dept of Water Resources, DES,SAN JOAQUIN RIVER,"61,201,202",
SDT,SACRAMENTO R AT DELTA,1075,40.94,-122.416,DELTA,5,6501, , ,50,8,0,SHASTA,SACRAMENTO R,US Bureau of Reclamation,SACRAMENTO RIVER,"65,66",
SFC,SAN RAFAEL CIVIC CENTER,120,37.998,-122.537,SAN RAFAEL,2,1701, , ,121,22,0,MARIN,COAST-MARIN,Marin County,SAN FRANCISCO BAY,"4,16",
SFH,SOUTH HONCUT CREEK NEAR BANGOR,630,39.3682403564453,-121.371879577637,BANGOR,5,7301,1,1,704,999,0,BUTTE,FEATHER R,CA Dept of Water Resources/NCRO,SACRAMENTO RIVER,"1,4,14,16,20",
SFT,SAND FLAT (COURSE),6800,41.353,-122.247,MOUNT SHASTA CITY,5,6501, , ,33,3,0,SISKIYOU,SACRAMENTO R,Mount Shasta Ranger District,SACRAMENTO RIVER,"3,18,82",
SGV,SPRINGVILLE TULE POWERPLANT,4070,36.1631,-118.7072,PORTERVILLE,7,9601, , ,60,32,0,TULARE,TULE R,Pacific Gas & Electric,TULARE LAKE,"2,14,16,30,45,203",
SJB,SAN JOAQUIN RIVER BELOW BIFURCATION,170,36.773,-120.286,MENDOTA,6,9001, , ,50,30,0,MADERA,SAN JOAQUIN R,US Bureau of Reclamation,SAN JOAQUIN RIVER,"1,14,20,25,27,28,61,62,100",
SJL,SAN JOAQUIN R BLW OLD R NEAR LATHROP,10,37.811149597168,-121.324035644531,LATHROP,6,9001, , ,1,999,0,SAN JOAQUIN,SAN JOAQUIN R,CA Dept of Water Resources,SAN JOAQUIN RIVER,"1,14,20,21,25,41,100,141,144",
SKF,STANISLAUS R BL GOODWIN NR KNIGHTS FERRY,253,37.854,-120.637,KNIGHTS FERRY,6,8501, , ,58,24,0,CALAVERAS,STANISLAUS R,US Geological Survey,SAN JOAQUIN RIVER,"1,20",
SLK,SOUTH LAKE,9600,37.1759033203125,-118.562660217285,BISHOP,9,11001,702,702,702,999,0,INYO,OWENS R,CA Dept of Water Resources/Snow Surveys,SOUTH LAHONTAN,"2,3,4,9,10,12,14,15,18,30,31,32,77,78,82,103,104,105,115",
SMF,SACRAMENTO INTERNATIONAL AIRPORT,17,38.686,-121.587,SACRAMENTO,5,7101, , ,134,17,0,SACRAMENTO,SACTO VLY WEST,Sacramento County,SACRAMENTO RIVER,"2,12,16,45",
SNC,SUNRISE CLUB,0,38.185,-122.083,CORDELIA,5,8101, , ,705,16,0,SOLANO,DELTA,CA Dept of Water Resources, DES,SACRAMENTO RIVER,"1,5,14,25,100",
SNS,STANISLAUS R-GOODWIN,252,37.852,-120.637,KNIGHTS FERRY,6,8501, , ,58,24,0,CALAVERAS,STANISLAUS R,US Geological Survey,SAN JOAQUIN RIVER,"23,65,66",
SOM,SEED ORCHARD RAWS NEAR MICHIGAN BLUFF 4N,4300,39.091389,-120.731667,FORESTHILL,5,7701, , ,44,14,2,EL DORADO,AMERICAN R,US Forest Service,SACRAMENTO RIVER,"2,4,9,10,11,12,13,14,26,77,78",
SPW,STANISLAUS POWERHOUSE,1060,38.133,-120.367,JACKSON,6,8501, , ,60,18,0,CALAVERAS,STANISLAUS R,Pacific Gas & Electric,SAN JOAQUIN RIVER,"2,4,12,14,16,30,31,32,45",
SRN,SAN RAMON CK AT SAN RAMON,530,37.77306,-121.99361,SAN RAMON,2,2001, , ,58,22,2,CONTRA COSTA,EAST BAY,US Geological Survey,SAN FRANCISCO BAY,"1,14,20,165",
SRS,SALMON R AT SOMES BAR,483,41.378,-123.476,ORLEANS,1,801, , ,58,2,0,SISKIYOU,SALMON R,US Geological Survey,NORTH COAST,"65,66",
SRT,SECRET TOWN,2720,39.183,-120.883,,5,7501, , ,3,14,0,NEVADA,BEAR R,CAL FIRE,SACRAMENTO RIVER,"2,4,9,10,11,12,13,14,17,26,30,31,32,77,78",
SRV,SACRAMENTO RIVER AT RIO VISTA (USGS),0,38.16,-121.686,RIO VISTA,5,6501, , ,58,17,0,SOLANO,SACRAMENTO R,US Geological Survey,SACRAMENTO RIVER,"1,20,21,25,100,221",
SSD,SUSAN R NR STANDISH,4030,40.3810920715332,-120.435035705566,STANDISH,8,10401, , ,1,10,0,LASSEN,SUSAN R,CA Dept of Water Resources,NORTH LAHONTAN,"1,14,20,41",
SSI,SACRAMENTO R NR SHERMAN ISLAND,0,38.074097,-121.761736,RIO VISTA,5,6501, , ,705,16,21,SACRAMENTO,SACRAMENTO R,CA Dept of Water Resources, DES,SACRAMENTO RIVER,"14,25,27,28,61,62,100",
SSV,SUSANVILLE 1 WNW,4555,40.433,-120.667,SUSANVILLE,8,10401, , ,3,10,0,LASSEN,SUSAN R,CAL FIRE,NORTH LAHONTAN,"2",
STB,STANISLAUS MF BLW BEARDS,3045,38.193,-120.098,PINECREST,6,8501, , ,58,18,0,TUOLUMNE,STANISLAUS R,US Geological Survey,SAN JOAQUIN RIVER,"65,66",
STC,STONY CREEK ,200,39.747,-122.103,ORLAND,5,7251, , ,6,12,0,GLENN,STONY CR,CA Dept of Transportation,SACRAMENTO RIVER,"14,95",
STK,STOCKTON FIRE STATION 4,12,38.001,-121.317,STOCKTON,6,9301, , ,40,17,0,SAN JOAQUIN,SAN JOAQUIN FLOOR,National Weather Service,SAN JOAQUIN RIVER,"2",
SWW,SWEETWATER (CDF),2150,37.397,-121.485,SAN JOSE,2,2550, , ,3,23,0,SANTA CLARA,SAN ANTONIO CR (SF BAY),CAL FIRE,SAN FRANCISCO BAY,"2,4,9,10,11,12,13,14",
TAB,THERMALITO AFTERBAY,140,39.45,-121.633,OROVILLE,5,7301, , ,1,13,0,BUTTE,FEATHER R,CA Dept of Water Resources,SACRAMENTO RIVER,"6,15",
TAE,THOMAS A EDISON,7642,37.37,-118.987,BIG CREEK,6,9001, , ,68,26,0,FRESNO,SAN JOAQUIN R,Southern California Edison Company, Big Creek,SAN JOAQUIN RIVER,"15",
TCK,THOMES CREEK (CDF),1025,39.858,-122.612,PASKENTA,5,6501, , ,3,12,0,TEHAMA,SACRAMENTO R,CAL FIRE,SACRAMENTO RIVER,"2,4,9,10,11,12,13,14,17,26,30,31,32,77,78",
TDP,TULLOCK POWERHOUSE TAILRACE,360,37.876,-120.605,KNIGHTS FERRY,6,8501, , ,801,24,0,TUOLUMNE,STANISLAUS R,CA Dept of Fish and Game,SAN JOAQUIN RIVER,"25",
THB,TUOLUMNE RIVER AT HICKMAN BRDG WATERFORD,100,37.63603,-120.75928,WATERFORD,6,8601, , ,801,24,0,STANISLAUS,TUOLUMNE R,CA Dept of Fish and Game,SAN JOAQUIN RIVER,"25",
THL,THOUSAND LAKES,6500,40.71,-121.577,HAT CREEK,5,6701, , ,19,9,0,SHASTA,PIT R,Hat Creek Ranger District,SACRAMENTO RIVER,"3,18,82",
TLC,TURLOCK LAKE,244,37.6,-120.583,TURLOCK,6,8601, , ,203,24,0,STANISLAUS,TUOLUMNE R,Turlock Irrigation District,SAN JOAQUIN RIVER,"15",
TLK,TRINITY RIVER BELOW LIMEKILN GULCH,1650,40.673,-122.919,DOUGLAS CITY,1,901, , ,58,8,0,TRINITY,TRINITY R,US Geological Survey,NORTH COAST,"1,4,14,16,20,25,27,61",
TNY,TENAYA LAKE,8150,37.838,-119.448,TUOLUMNE MEADOWS,6,8701,702,702,1,25,0,MARIPOSA,MERCED R,CA Dept of Water Resources,SAN JOAQUIN RIVER,"2,3,4,9,10,12,14,18,30,31,32,77,78,82,96,97,98,99,103,104,105,106,107,108,115,194,195,196,197,198,199",
TRD,TRAGEDY SPRINGS,7900,38.638,-120.143,PLASSE,6,8301, , ,999,18,0,AMADOR,MOKELUMNE R,None Specified,SAN JOAQUIN RIVER,"3,18,82",
TVL,THOMPSON VALLEY,5404,39.979,-120.4789,PORTOLA,5,7301, , ,1,14,0,PLUMAS,FEATHER R,CA Dept of Water Resources,SACRAMENTO RIVER,"2,4,9,12,14,17,26,30,31,32,45,77,78,103,115",
TYR,TAYLOR RIDGE,4000,40.917,-122.817,WEAVERVILLE,1,901, , ,50,8,0,TRINITY,TRINITY R,US Bureau of Reclamation,NORTH COAST,"2,4,14,16,45",
ULP,UPPER LASSEN PEAK,8500,40.473,-121.507,MANZANITA LAKE,5,7301, , ,999,9,0,SHASTA,FEATHER R,None Specified,SACRAMENTO RIVER,"3,18,82",
VIN,SACRAMENTO RIVER AT VINA BRIDGE-MAIN CH,185,39.9087371826172,-122.092468261719,CORNING,5,6501,700,999,1,12,0,TEHAMA,SACRAMENTO R,CA Dept of Water Resources,SACRAMENTO RIVER,"1,14,20,41,169",
VLT,VOLTA PH,2200,40.467,-121.867,SHINGLETOWN,5,7001, , ,60,9,0,SHASTA,SACTO VLY NE,Pacific Gas & Electric,SACRAMENTO RIVER,"2,45",
VNT,VINTON,4944,39.8,-120.183,PORTOLA,5,7301, , ,40,14,0,PLUMAS,FEATHER R,National Weather Service,SACRAMENTO RIVER,"2,45",
VTC,VENTANA CONE,4750,36.3,-121.714,BIG SUR,3,3601, , ,127,29,0,MONTEREY,CARMEL R,Monterey County,CENTRAL COAST,"16",
W54,SAN JOAQUIN R - MONITORING WELL54,165,36.7826,-120.3123,MENDOTA,6,9001, , ,50,30,0,MADERA,SAN JOAQUIN R,US Bureau of Reclamation,SAN JOAQUIN RIVER,"14,25,100,170",
W89,SAN JOAQUIN R - MONITORING WELL89,100,37.028,-120.5444,LOS BANOS,6,9001, , ,50,24,0,FRESNO,SAN JOAQUIN R,US Bureau of Reclamation,SAN JOAQUIN RIVER,"14,25,100,170",
WBR,MOKELUMNE RIVER AT WOODBRIDGE,46,38.159,-121.302,WOODBRIDGE,6,8301, , ,86,17,0,SAN JOAQUIN,MOKELUMNE R,East Bay Municipal Utility District,SAN JOAQUIN RIVER,"1,20,41",
WCM,WILLOW CREEK AT MOUTH OF SAN JOAQUIN RIV,1200,37.15,-119.459,AUBERRY,6,9001, , ,68,25,0,MADERA,SAN JOAQUIN R,Southern California Edison Company, Big Creek,SAN JOAQUIN RIVER,"1,14,20",
WCY,WALNUT CREEK AT YGNACIO VALLEY ROAD,99,37.9069,-122.0567,WALNUT CREEK,2,2001, , ,107,22,0,CONTRA COSTA,EAST BAY,Contra Costa County,SAN FRANCISCO BAY,"1",
WDD,CARSON RIVER WF AT WOODFORDS,5754,38.769,-119.832,WOODFORDS,8,10701, , ,40,19,0,ALPINE,CARSON R,National Weather Service,NORTH LAHONTAN,"1,169",
WFH,WOFFORD HEIGHTS,2700,35.717,-118.45,KERNVILLE,7,9701, , ,999,39,0,none specified,KERN R,None Specified,TULARE LAKE,"2",
WLF,WILLOW FLAT,8250,38.275,-119.45,BRIDGEPORT,8,10801, , ,54,19,0,MONO,WALKER R,Natural Resources Conservation Service,NORTH LAHONTAN,"3,18,82",
WRC,WHITE RIVER NEAR COHO,1080,35.817,-118.84,WHITE RIVER,7,9951,207,1,207,39,0,TULARE,WHITE R,Delano Earlimart Irrigation District,TULARE LAKE,"1,14,16",
WSN,WISHON,6560,37.005,-118.969,PIEDRA,7,9401, , ,60,26,0,FRESNO,KINGS R,Pacific Gas & Electric,TULARE LAKE,"6,15",
WTM,WET MEADOWS,8950,36.348,-118.572,QUINN RS,7,9701, , ,56,32,0,TULARE,KERN R,US Army Corps of Engineers,TULARE LAKE,"3,4,82",
YOR,YORKVILLE,1100,38.9053,-123.2314,YORKVILLE,1,1601,700,999,1,15,0,MENDOCINO,RUSSIAN R,CA Dept of Water Resources,NORTH COAST,"2,4,14,16,45",
YOW,YOSEMITE NEAR WAWONA,4957,37.508,-119.632,WAWONA,6,8701, , ,204,25,0,MARIPOSA,MERCED R,Merced Irrigation District,SAN JOAQUIN RIVER,"2,4,14,16,30,31,32,45",
ZEN,ZENIA,4000,40.208,-123.46,GARBERVILLE,1,1201,1,1,1,7,0,TRINITY,EEL R,CA Dept of Water Resources,NORTH COAST,"2,4,14,16,30,31,32,45",
ZPC,ZAPATO CHINO,1150,36.016,-120.293,DOS PALOS,7,9950, , ,1,30,0,FRESNO,LOS GATOS CR (NEAR COALINGA),CA Dept of Water Resources,TULARE LAKE,"2,14,45",
PPP,PACHECO PUMPING PLANT (SLR00000),548,37.0619,-121.1806,SANTA NELLA,6,9001, , ,703,23,0,MERCED,SAN JOAQUIN R,CA Dept of Water Resources/O & M,SAN JOAQUIN RIVER,"25,27,62,100,114,146,149",
STU,TUOLUMNE CANAL NEAR LONG BARN,4110,38.093,-120.167,SONORA,6,8501, , ,60,18,0,TUOLUMNE,STANISLAUS R,Pacific Gas & Electric,SAN JOAQUIN RIVER,"69,110",
SWM,SAWMILL,10200,37.1619338989258,-118.562522888184,BISHOP,9,11001,702,702,702,999,0,INYO,OWENS R,CA Dept of Water Resources/Snow Surveys,SOUTH LAHONTAN,"3,4,14,18,30,31,32,82",
EXC,NEW EXCHEQUER-LK MCCLURE,879,37.585,-120.27,SNELLING,6,8701,60,999,204,24,0,MARIPOSA,MERCED R,Merced Irrigation District,SAN JOAQUIN RIVER,"2,4,6,14,15,16,22,23,30,31,32,45,64,76,94,200",
FBL,FEATHER RIVER AT BOYD'S LANDING,50,39.0454940795898,-121.610427856445,YUBA CITY,5,7301, , ,151,999,0,SUTTER,FEATHER R,Sutter County,SACRAMENTO RIVER,"1,14,20,141,169",
FEN,FENCE MEADOW,5048,36.961,-119.175,SANGER,6,9401, , ,44,31,0,FRESNO,KINGS R,US Forest Service,SAN JOAQUIN RIVER,"2,4,9,10,11,12,13,14,26,30,31,32,45,77,78",
BCM,BRUSH CREEK (DWR-2),3560,39.694,-121.34,OROVILLE,5,7301, , ,1,13,0,BUTTE,FEATHER R,CA Dept of Water Resources,SACRAMENTO RIVER,"2,45",
BCP,BROWNS CAMP,5400,39.9,-121.257,,5,7301, , ,62,13,0,PLUMAS,FEATHER R,Pacific Gas and Electric Company, Rogers Flat,SACRAMENTO RIVER,"3,18,82",
BCW,BULL CREEK NEAR WEOTT,269,40.3515281677246,-124.005043029785,WEOTT,1,1201, , ,58,6,0,HUMBOLDT,EEL R,US Geological Survey,NORTH COAST,"1,14,20",
BDM,BALD MOUNTAIN (USBR),4720,37.067,-119.4,AUBERRY,6,9001,50,700,50,25,0,FRESNO,SAN JOAQUIN R,US Bureau of Reclamation,SAN JOAQUIN RIVER,"2,4,14,16,30,31,32,45",
BDR,BLUE DOOR,5900,41.056,-120.336,MADELINE,5,6701, , ,59,5,0,LASSEN,PIT R,US Bureau of Land Management,SACRAMENTO RIVER,"2,4,9,10,12,13,14,26,30,31,32,77,78",
BEM,BELL MEADOW,6500,38.167,-119.942,PINECREST,6,8601, , ,37,19,0,TUOLUMNE,TUOLUMNE R,Summit Ranger District,SAN JOAQUIN RIVER,"3,18,82",
SBK,SADDLEBACK,6670,39.475,-120.2025,DOWNIEVILLE,5,7401, , ,44,13,2,SIERRA,YUBA R,US Forest Service,SACRAMENTO RIVER,"2,4,9,10,11,12,13,14,26,30,31,32,77,78",
ANR,ANTELOPE RIDGE,5650,40.155,-120.542,SUSANVILLE,5,7301, , ,2,10,0,PLUMAS,FEATHER R,CA Dept of Water Resources, Beckwourth,SACRAMENTO RIVER,"3,18,82",
ANU,ARGONAUT DAM CA ARB RAWS,1513,38.3536,-120.7902,JACKSON,6,8301, , ,716,17,2,AMADOR,MOKELUMNE R,CA Air Resources Board,SAN JOAQUIN RIVER,"2,4,9,10,12,14,17,26,45,77,78",
APH,ALPHA,7600,38.8041381835938,-120.215644836426,TWIN BRIDGES,5,7701, , ,1,999,0,EL DORADO,AMERICAN R,CA Dept of Water Resources,SACRAMENTO RIVER,"3,18,82",
APS,AMERICAN RIVER PUMP STATION,480,38.9,-121.1,AUBURN,5,7701, , ,87,16,0,SACRAMENTO,AMERICAN R,Placer County Water Agency,SACRAMENTO RIVER,"66,110",
ARP,SO FRK AMERICAN R NR PILOT HILL,500,38.763,-121.007,PILOT HILL,5,7701, , ,58,17,0,EL DORADO,AMERICAN R,US Geological Survey,SACRAMENTO RIVER,"14,25",
DMF,DRUM PH FOREBAY,4750,39.25,-120.75,EMIGRANT GAP,5,7401, , ,60,14,0,PLACER,YUBA R,Pacific Gas & Electric,SACRAMENTO RIVER,"2,45",
DMS,DONNER MEM ST PARK,5937,39.317,-120.233,,8,10501, , ,40,14,0,NEVADA,TRUCKEE R,National Weather Service,NORTH LAHONTAN,"2",
DNR,DONNER LAKE (SNOW COURSE),6000,39.32,-120.292,,8,10501, , ,999,14,0,NEVADA,TRUCKEE R,None Specified,NORTH LAHONTAN,"3,18,82",
KRC,KERRICK CORRAL,7000,38.177,-119.96,,6,8601, , ,37,19,0,TUOLUMNE,TUOLUMNE R,Summit Ranger District,SAN JOAQUIN RIVER,"3,18,82",
KRG,KELLY RIDGE POWER HOUSE,255,39.531758,-121.491214,OROVILLE,5,7301, , ,80,13,2,BUTTE,FEATHER R,South Feather Water and Power Agency,SACRAMENTO RIVER,"14,25",
KRK,KERN R NEAR KERNVILLE,3620,35.945,-118.477,KERNVILLE,7,9701, , ,56,39,0,TULARE,KERN R,US Army Corps of Engineers,TULARE LAKE,"65",
KRM,KAWEAH R BLW MCKAY POINT,454,36.3878,-119.0486,VISALIA,7,9501, , ,56,31,0,TULARE,KAWEAH R,US Army Corps of Engineers,TULARE LAKE,"1,14",
3LK,THREE LAKES,6250,39.973,-121.213,BUCKS LAKE,5,7301, , ,62,13,0,PLUMAS,FEATHER R,Pacific Gas and Electric Company, Rogers Flat,SACRAMENTO RIVER,"3,18,82",
5SI,SAN JOAQUIN 5-STATION PRECIP INDEX,0,37.74,-119.583,,6,9001, , ,700,24,0,none specified,SAN JOAQUIN R,CA Dept of Water Resources/Flood Management,SAN JOAQUIN RIVER,"2,45",
ABA,ARROYO DEL HAMBRE,800,37.977,-122.178,MARTINEZ,2,2001, , ,107,21,23,CONTRA COSTA,EAST BAY,Contra Costa County,SAN FRANCISCO BAY,"16",
ACK,ARCADE CK NR DEL PASO HTS,50,38.634,-121.382,SACRAMENTO,5,7701, , ,58,17,0,SACRAMENTO,AMERICAN R,US Geological Survey,SACRAMENTO RIVER,"1,14,20",
AGL,ANGIOLA,205,36.0,-119.45,TULARE,6,9001, , ,999,31,0,TULARE,SAN JOAQUIN R,None Specified,SAN JOAQUIN RIVER,"2",
AHZ,AMERICAN R AT HAZEL AVE BRIDGE,100,38.636,-121.224,SACRAMENTO,5,7701, , ,58,17,0,SACRAMENTO,AMERICAN R,US Geological Survey,SACRAMENTO RIVER,"14,25",
ALI,LAKE ALPINE,7550,38.48,-120.013,BEAR VALLEY,6,8501, , ,999,18,0,ALPINE,STANISLAUS R,None Specified,SAN JOAQUIN RIVER,"3,18,82",
ARW,ARDEN WAY,35,38.596,-121.413,SACRAMENTO,5,7701, , ,134,17,13,SACRAMENTO,AMERICAN R,Sacramento County,SACRAMENTO RIVER,"1,2,16,45",
ASM,ASH MOUNTAIN,1708,36.483,-118.833,THREE RIVERS,7,9501, , ,53,32,0,TULARE,KAWEAH R,Sequoia and Kings Canyon National Parks,TULARE LAKE,"2,45,203",
AVY,NORTH FORK STANISLAUS NEAR AVERY,3388,38.243889,-120.290001,AVERY,6,8501, , ,615,17,37,CALAVERAS,STANISLAUS R,Northern California Power Agency,SAN JOAQUIN RIVER,"20",
BBS,BEAR BASIN,6500,40.967,-122.867,,1,901, , ,34,8,0,TRINITY,TRINITY R,Weaverville Ranger District,NORTH COAST,"3,18,82",
BGC,BIG CREEK 1,4878,37.205,-119.24,SHAVER LAKE,6,9001, , ,68,25,0,FRESNO,SAN JOAQUIN R,Southern California Edison Company, Big Creek,SAN JOAQUIN RIVER,"2,45",
BGD,BOGARD RANGER STATION,5680,40.59,-121.08,,8,10401, , ,3,9,0,LASSEN,SUSAN R,CAL FIRE,NORTH LAHONTAN,"2,4,9,10,11,12,13,14,26,30,31,32,77,78",
BGH,BIGHORN PLATEAU,11350,36.615,-118.377,LONE PINE,7,9701, , ,1,32,0,TULARE,KERN R,CA Dept of Water Resources,TULARE LAKE,"3,18,82",
BHC,BRUSH CREEK (SMUD),2923,38.805,-120.62,OROVILLE,5,7701, , ,85,18,0,EL DORADO,AMERICAN R,Sacramento Municipal Utility District,SACRAMENTO RIVER,"6,15,23",
BIC,BIG CHICO CREEK NEAR CHICO,274,39.7684173583984,-121.778602600098,CHICO,5,6501, , ,1,13,0,BUTTE,SACRAMENTO R,CA Dept of Water Resources,SACRAMENTO RIVER,"1,14,20,25,27",
BIF,BETHEL ISLAND FIRE,20,38.0155,-121.6396,BETHEL ISLAND,2,8101, , ,107,16,23,CONTRA COSTA,DELTA,Contra Costa County,SAN FRANCISCO BAY,"2",
BIM,BIG MEADOWS (DWR),7600,36.7153663635254,-118.84342956543,WILSOMA,7,9401,702,702,702,999,0,TULARE,KINGS R,CA Dept of Water Resources/Snow Surveys,TULARE LAKE,"2,3,4,14,18,30,31,32,45,82,96,97,98,99,115",
BIO,BRIONES DAM,588,37.9151,-122.207,PLEASANT HILL,2,2001, , ,86,21,0,CONTRA COSTA,EAST BAY,East Bay Municipal Utility District,SAN FRANCISCO BAY,"15",
BLB,BLACK BUTTE,426,39.808,-122.329,ORLAND,5,7251, , ,56,12,0,TEHAMA,STONY CR,US Army Corps of Engineers,SACRAMENTO RIVER,"2,6,7,15,22,23,31,32,45,64,76,91,94,200",
BLH,BALCH PH,1720,36.917,-119.083,PIEDRA,7,9401, , ,60,31,0,FRESNO,KINGS R,Pacific Gas & Electric,TULARE LAKE,"2,45",
BLS,BLACK SPRINGS,6500,38.375,-120.192,GANNS,6,8501,50,700,50,18,0,CALAVERAS,STANISLAUS R,US Bureau of Reclamation,SAN JOAQUIN RIVER,"2,3,4,14,16,18,30,31,32,45,82",
BLT,BEN BOLT,1138,38.586,-121.017,CLARKSVILLE,6,8201, , ,3,17,0,EL DORADO,COSUMNES R,CAL FIRE,SAN JOAQUIN RIVER,"2,4,9,10,11,12,13,14,30,31,32",
BMT,BALD MOUNTAIN (USFS),4680,38.9,-120.683,QUINTETTE,5,7601, , ,44,18,0,EL DORADO,RUBICON R,US Forest Service,SACRAMENTO RIVER,"2,4,9,10,11,12,13,14,26,30,31,32,77,78",
BND,SACRAMENTO RIVER AT BEND BRIDGE,286,40.2884864807129,-122.186660766602,RED BLUFF,5,6501,50,999,5,8,0,TEHAMA,SACRAMENTO R,USGS and DWR,SACRAMENTO RIVER,"1,8,14,20,25,27,41,61,72,169",
BOC,BOCA RESERVOIR,5521,39.383,-120.1,TRUCKEE,8,10501, , ,50,14,0,NEVADA,TRUCKEE R,US Bureau of Reclamation,NORTH LAHONTAN,"1,2,6,7,14,15,20,48,94,200",
BRL,BURRELL STATION,1850,37.109,-121.906,GLENWOOD,3,3201, , ,144,23,0,SANTA CRUZ,PAJARO R,Santa Cruz County,CENTRAL COAST,"2",
BRW,BEAR RIVER NEAR WHEATLAND,72,38.999927520752,-121.40731048584,WHEATLAND,5,7501,58,999,5,999,0,PLACER,BEAR R,USGS and DWR,SACRAMENTO RIVER,"1,14,16,20,41,169",
BTC,SACRAMENTO RIVER AT BUTTE CITY,99,39.4578399658203,-121.994163513184,BUTTE CITY,5,6501, , ,1,13,0,GLENN,SACRAMENTO R,CA Dept of Water Resources,SACRAMENTO RIVER,"1,14,20,41,169",
BTV,BUTT VALLEY,4144,40.187,-121.186,SENECA,5,7301, , ,60,9,0,PLUMAS,FEATHER R,Pacific Gas & Electric,SACRAMENTO RIVER,"6,15",
BUD,BULLARDS BAR,2100,39.3963,-121.1439,DOBBINS,5,7401,999,999,83,13,0,YUBA,YUBA R,Yuba County Water Agency,SACRAMENTO RIVER,"2,4,9,10,12,14,16,26,45",
BWH,BIG WHITNEY MEADOW,9750,36.44,-118.255,LONE PINE,7,9701, , ,1,32,0,TULARE,KERN R,CA Dept of Water Resources,TULARE LAKE,"3,18,82",
BWR,BREWER CREEK,6250,41.435,-122.1,,5,6601, , ,32,3,0,SISKIYOU,MC CLOUD R,McCloud Ranger District,SACRAMENTO RIVER,"3,18,82",
BYT,BRYTE TEST  SITE,25,36.600098,-121.539543,W SACRAMENTO,5,6501, , ,702,28,2,SACRAMENTO,SACRAMENTO R,CA Dept of Water Resources/Snow Surveys,SACRAMENTO RIVER,"2,3,4,9,10,12,14,17,18,26,119,194,195,196,197,198,199",
CAD,CALAVERAS ROAD,1140,37.5531,-121.8439,SUNOL,2,2101, , ,182,23,0,ALAMEDA,ALAMEDA CR,San Francisco PUC,SAN FRANCISCO BAY,"2,4,9,10,11,12,13,14,26,30,31,32,77,78",
CCP,CONCORD PAVILION,558,37.985,-121.9377,CONCORD,2,2801, , ,107,23,0,CONTRA COSTA,SF BAY,Contra Costa County,SAN FRANCISCO BAY,"16",
CCT,CALAVERAS COTTAGE,822,37.488321,-121.820785,MILPITAS,2,2101, , ,182,23,2,SANTA CLARA,ALAMEDA CR,San Francisco PUC,SAN FRANCISCO BAY,"14,16,45",
CEM,E FK CARSON R NR MARKLEEVILLE,5400,38.7147,-119.7647,MARKLEEVILLE,8,10701, , ,58,19,2,ALPINE,CARSON R,US Geological Survey,NORTH LAHONTAN,"1,14,169",
CFW,BEAR RIVER AT CAMP FAR WEST DAM,260,39.05,-121.317,MARYSVILLE,5,7501,1,999,700,13,0,YUBA,BEAR R,CA Dept of Water Resources/Flood Management,SACRAMENTO RIVER,"1,2,4,7,14,15,16,20,30,31,32,45",
CHL,CHALLENGE RANGER STATION,3200,39.483,-121.217,CHALLENGE,5,7401, , ,44,13,0,YUBA,YUBA R,US Forest Service,SACRAMENTO RIVER,"2,45",
CLE,TRINITY LAKE,2370,40.801,-122.762,LEWISTON,1,901, , ,50,8,0,TRINITY,TRINITY R,US Bureau of Reclamation,NORTH COAST,"6,8,15,22,23,45,48,68,71,74,76,85",
CNM,CANNELL MEADOW,7500,35.833,-119.372,KERNVILLE,7,9701, , ,999,39,0,TULARE,KERN R,None Specified,TULARE LAKE,"3,18,82",
CNW,CONAWAY (GRND WTR),30,38.64642,-121.6675,WOODLAND,5,6501, , ,704,16,17,YOLO,SACRAMENTO R,CA Dept of Water Resources/NCRO,SACRAMENTO RIVER,"14,16,186,187,188,189,190,191,192,193,231",
COT,COTTONWOOD CREEK (DWR),364,40.387,-122.239,COTTONWOOD,5,6901,700,999,700,8,0,TEHAMA,COTTONWOOD CR,CA Dept of Water Resources/Flood Management,SACRAMENTO RIVER,"1,14,20",
COW,COW CREEK NEAR MILLVILLE,385,40.5048751831055,-122.233055114746,REDDING,5,6501,700,999,5,8,0,SHASTA,SACRAMENTO R,USGS and DWR,SACRAMENTO RIVER,"1,14,20,41",
CRN,CARNEGIE,1720,37.617,-121.55,LIVERMORE,6,9001, , ,4,23,0,SAN JOAQUIN,SAN JOAQUIN R,CA Dept of Parks and Recreation,SAN JOAQUIN RIVER,"2,4,9,10,12,17",
CRS,MERCED RIVER AT CRESSY,165,37.425,-120.663,CRESSY,6,8701, , ,1,24,0,MERCED,MERCED R,CA Dept of Water Resources,SAN JOAQUIN RIVER,"1,14,20,25,41,100",
CRW,LAKE CROWLEY,6797,37.604,-118.707,MAMMOTH LAKES,9,11001, , ,71,26,0,MONO,OWENS R,City of Los Angeles; Dept of Water and Power,SOUTH LAHONTAN,"15",
CSD,CASCADE DITCH,9999,39.01,-121.06,NEVADA CITY,5,7401, , ,81,12,0,NEVADA,YUBA R,Nevada Irrigation District,SACRAMENTO RIVER,"69",
